id,miner,rust,phoma,split,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12
1392,0,0,0,train,1.3616292,-13.417214,5.4647317,2.3543108,6.530805,1.5751262,-4.188613,-8.26925,-8.063366,6.0930347,0.55250525,1.112902
898,0,1,0,train,13.752817,7.8117414,-8.218635,6.6162686,-2.4482155,-1.5758934,-3.6370108,6.174111,5.324515,9.103655,-4.7542806,4.872763
737,0,0,1,train,-8.364055,-1.7426456,4.311156,-3.8694298,-9.493404,-3.9601583,9.02313,-1.1549448,-1.1058812,3.6299844,2.5552664,-0.7467773
674,0,0,1,train,-11.2267885,4.2423506,10.097276,-11.33189,-7.2370577,6.867754,-9.36741,0.75633675,1.1277856,1.5669855,9.233705,-5.3820105
1494,0,1,0,train,3.1285636,1.7246258,-10.432515,-1.5948019,9.6106415,7.013275,-6.363112,15.238345,2.1903577,-0.009725019,7.0368905,-2.7256672
24,1,0,0,train,0.24994592,9.654397,-0.7669446,3.5338643,3.23817,5.719177,4.277565,4.449153,-5.892672,8.31357,-11.42545,1.2336179
1332,0,0,0,train,12.677337,-5.2125893,-5.057989,8.375599,-4.3760557,0.9225046,-11.160349,-12.488159,-8.409395,5.052399,4.139232,4.097917
740,0,0,0,train,6.260227,11.582604,13.399028,10.43585,8.142948,-2.046707,3.1522074,3.2058394,0.8008641,-1.6821005,-2.7361317,2.7590969
872,1,0,0,train,2.2028835,11.122666,-2.3521998,-14.8851185,-4.9546804,-2.4768348,5.89144,2.7905397,3.200947,-2.9608102,1.3313255,1.4880214
605,0,0,1,train,-17.584492,2.315192,-2.476137,-7.8381877,6.5812626,-0.8452758,-7.848422,-0.7371188,-5.018266,-4.9333687,-3.1792607,-10.2295265
942,0,0,0,train,16.78835,3.6339674,2.5494988,-1.3454117,1.4032786,-11.154135,-4.0581536,0.86451644,6.878449,-4.3404803,1.6676546,-1.508632
1048,0,0,0,train,10.752361,6.5944705,2.2836258,-10.6220455,-0.075896025,-6.8344836,-8.27492,-10.231217,2.2312934,-2.6763303,-1.3138876,2.1481996
815,0,0,0,train,11.647432,-2.4816554,3.0973153,15.227756,-5.980799,-3.8599634,2.1410348,2.8597329,9.275254,2.2970603,-1.3992401,-3.4320977
358,0,0,1,train,-15.882634,14.615854,13.954311,-0.94996685,-7.515086,5.3839765,1.8221306,3.6041255,0.2412778,-1.375708,-4.2109017,-5.2989345
667,0,0,1,train,-15.280824,13.573253,7.2354164,-3.0382519,-11.89278,5.555316,-8.590071,9.513475,8.839721,-1.3911483,4.180074,-7.755895
950,1,0,0,train,6.1921287,-7.5354123,-4.7643995,-7.522949,-1.823056,-5.209698,-0.47954404,-7.5833774,1.3719486,1.401062,-3.2009273,-2.5063522
10,0,0,0,train,15.238592,7.063829,0.5504164,14.224848,-10.074039,-3.9329956,1.7738695,8.733607,-3.2143126,3.6972,-1.3827419,1.0273647
310,0,0,1,train,-11.747901,-10.594255,8.575452,0.6332261,2.1711755,-0.45658648,-5.1838903,-5.554127,-4.5984955,6.774711,1.8153303,2.4292068
652,0,0,1,train,-11.859397,-0.16848376,6.047288,-5.782712,-9.7822275,-0.160087,4.6834345,-4.5459604,-4.378999,1.7404308,4.5569797,4.8888397
1597,0,1,0,train,8.031353,-7.644695,-5.3569965,-1.0198932,3.2587268,7.402152,-4.046289,1.643646,4.8347745,-0.30554408,-2.1060865,2.3824842
923,0,0,0,train,13.986944,-1.1259288,5.362975,0.37725616,5.4129963,-5.554582,-3.642526,-4.6615005,4.848353,-3.2591848,-0.4832096,-2.4557574
1570,0,1,0,train,8.822874,-9.647341,-15.210282,2.5172257,-10.354009,12.815717,-11.465833,0.5616351,3.4461133,-5.1741524,-0.016184812,3.35933
713,0,1,0,train,4.3302884,2.9503496,-16.754671,-5.9835434,-5.31963,4.618906,-1.4852334,0.91687423,6.929515,6.80486,-2.4784973,4.740511
1307,0,0,0,train,13.59438,23.726046,11.579031,14.572173,2.3886654,-0.623887,-1.0635183,-3.5363243,-0.9016535,-0.63506174,0.08581043,0.25797608
251,0,0,1,train,-2.074371,19.948187,20.661024,8.216701,-6.716839,0.8339975,-7.601279,2.2173867,2.5206885,-1.8086699,-9.818809,-8.401311
31,1,0,0,train,9.716753,-8.3470125,-8.163275,6.359419,-8.748331,3.3814752,6.349164,5.789921,-8.297268,-6.04611,-0.56438804,-2.04919
1394,0,0,0,train,2.018964,-13.880297,4.9403768,0.8441221,5.903261,1.4571853,-3.9039974,-7.685255,-9.182744,5.0390754,0.10392282,1.3536878
1508,0,1,0,train,16.84028,-0.9818186,-3.0125804,2.2578137,-1.098339,-0.4083506,-6.78543,8.521869,0.5492801,-3.1876924,2.9910045,1.2819605
1084,1,0,0,train,5.2515683,3.7612543,-5.24703,-6.743538,-8.755341,-1.0394677,3.7632718,1.6374906,8.535236,1.3818626,0.24097447,-1.5433863
742,0,0,0,train,7.016735,7.1309066,14.291867,8.441355,6.2810774,-2.7090175,4.436944,2.8058476,0.17861183,-0.062169895,-1.3958591,1.5762357
470,0,0,1,train,-22.98114,-1.937463,-5.3256288,-1.1611785,-1.449264,6.258626,-1.0120164,1.0150212,4.866423,1.4665755,-6.368401,2.2751176
260,0,0,1,train,-18.81688,-6.0088634,-1.9695163,7.840545,-0.5892883,2.7539165,-13.627515,1.8796618,0.8806637,-2.2388036,-3.4246466,-3.0453792
106,1,0,0,train,4.5200663,7.592905,1.4196044,-2.76456,1.2261083,3.8736818,7.626948,1.5122552,-5.8151093,-0.26105732,-5.9618244,0.6727452
1397,0,0,0,train,6.0111966,-7.1031632,0.44953835,-3.0271938,10.278669,-2.379856,-4.6886272,-1.3678058,0.68258965,-2.78285,-3.3385687,0.26043648
883,1,1,0,train,-3.911954,7.7894077,-18.948662,-1.2430959,5.1614337,3.054998,4.565329,-3.0415585,1.7155946,11.168528,-4.2702117,2.7635193
707,1,1,0,train,-2.599923,19.008436,-15.082218,-4.927258,7.077219,3.2491045,6.3158264,1.9152949,2.3321118,9.65093,4.5893273,1.4796276
1579,0,1,0,train,10.892081,-2.412617,-5.8685365,-5.3269386,2.2991223,3.7970092,-3.3718326,-4.5521297,-1.466984,-4.5794635,1.0117258,3.3010213
982,1,0,0,train,7.8245373,4.230483,-2.5371056,-7.7006416,-4.2864532,0.30887035,-1.3510734,-7.0927305,11.618817,-1.700199,1.5061167,3.2425904
666,0,0,1,train,-9.328594,3.813988,10.832308,-1.3357728,-6.187178,7.5193386,-12.116089,1.8944387,4.8669953,6.335267,17.425644,-7.2193723
1593,0,1,0,train,7.775455,-7.5645847,3.1105669,-7.05427,5.9027066,-3.8666832,-0.7727043,-2.515244,-5.976485,2.0509274,1.3829705,-0.9261523
1565,0,1,0,train,10.354492,-2.9142082,0.69613624,-5.2732105,8.499707,0.7772855,-1.9304186,5.4930177,-3.5515742,-4.1776032,-1.3541152,2.2735293
1507,0,1,0,train,-1.7790715,10.386565,7.8114433,0.1935986,9.649706,3.1743453,0.86413187,-3.0136316,3.7293136,-9.21915,-3.3298352,4.0690036
716,0,1,0,train,0.981968,30.187521,-7.1500564,-5.940375,1.2466072,10.99972,-6.654142,7.291299,-3.5368226,-4.857664,-7.720011,-1.4535282
1363,1,1,0,train,6.6408477,-6.108812,-10.012031,6.9055266,-0.35475156,7.0463524,6.0813794,-6.1223297,-1.7361134,-2.8310788,3.3820276,0.46578416
797,0,0,1,train,10.444515,-2.8807852,11.56298,9.371744,3.7979634,-5.443728,2.8728995,-0.3200596,1.254346,4.5577235,2.1305487,0.009999406
1574,0,1,0,train,0.8593721,-4.512628,0.35686907,-4.372942,8.811222,13.5984335,0.82562125,-2.9220254,4.292235,-5.020606,4.434004,6.7981415
237,1,0,0,train,-0.1960018,-8.374648,-14.405236,9.918897,-7.2784657,1.6409316,8.487418,2.3209198,-1.9075762,-5.1518483,-0.23266125,2.6143825
1398,0,0,0,train,8.49911,-6.502909,0.07438258,-0.68818897,10.500083,-1.2066762,-4.3865943,0.60580224,3.5968177,-6.0747337,-3.6293948,1.3949877
777,0,0,0,train,9.074168,17.33676,17.664286,8.467745,4.0616603,-4.1711783,5.450674,3.2302985,-1.2728218,2.8083818,-1.3586924,-1.0119352
389,0,0,1,train,-6.849404,-2.5316763,8.3716755,-4.1860175,-4.6768723,3.7850564,-0.83968705,-1.0722029,7.186849,-4.7356615,-3.7539058,3.005591
649,0,1,0,train,7.2010427,-4.2368245,-0.84377337,-0.8128745,2.3333168,8.34803,1.5309306,7.2283845,1.698659,-4.276504,7.1502624,3.69291
1463,0,1,0,train,1.5526878,6.7578983,-6.516187,-8.847722,4.164935,-1.1577802,3.062012,8.348358,3.2365456,9.278659,-0.15120885,4.8435583
878,1,1,0,train,2.5028276,13.452098,-3.617861,-13.620444,-2.523468,3.3225794,5.460579,-2.2937524,-4.9421186,1.46977,1.0316768,-0.2013067
16,0,0,1,train,0.8388366,-9.464998,-10.578667,5.826182,-6.799397,-1.0768313,4.5676804,4.5164266,-5.255143,-1.2739089,-4.0737715,-4.552536
477,0,0,1,train,3.398625,-17.90661,-2.119338,1.9720689,-6.5743175,2.0145073,-4.663767,-3.292648,3.7914922,1.1700242,-2.5862267,-2.906263
1547,0,1,0,train,12.293053,3.75922,-9.999669,-2.7210343,3.7502718,6.2195716,-5.8692303,-2.1939826,-0.11708311,0.7764584,3.686561,6.4479356
494,0,0,1,train,-19.042171,-7.0522256,1.1418772,1.7580326,-4.7954373,-0.23823622,-3.5540533,7.147588,0.9328372,0.8726145,-3.0007718,6.395126
341,0,0,1,train,-24.279354,-8.205588,-7.4554496,2.7990403,6.655679,-11.36206,-19.817423,4.677722,-7.0616546,4.3110847,10.9834,10.465086
688,0,0,0,train,9.370573,-3.9471807,12.536211,5.416745,8.0387745,-3.238329,5.541523,5.5826216,3.3080604,0.049326636,1.7112405,0.63615036
102,1,0,0,train,-5.2683263,-1.6323735,-9.235351,4.198667,5.0642495,6.495184,6.694313,3.4241023,-1.6768757,0.44496363,-0.09038042,-2.1717284
1567,0,1,0,train,12.516595,-1.0389862,0.45321855,-4.8334055,6.9775615,0.7493776,-2.8841107,4.890656,-3.3233476,-5.2741194,-0.5083355,3.2058234
600,0,0,1,train,-2.3116426,-1.5645683,7.4307256,-1.3621565,1.2851224,2.1285217,1.6537137,1.6034327,0.109927855,3.3710322,-8.080871,-0.49770048
747,0,0,0,train,9.232181,-2.2502701,11.254926,11.175716,4.50866,-4.386465,4.484586,2.9767587,-1.8311365,1.6037538,4.136602,0.32808062
1552,0,1,0,train,11.7416525,-14.62405,-8.971282,4.982166,-11.288915,9.758581,-6.232372,2.6300416,2.951125,-8.333468,-1.4198729,1.2814229
442,0,0,1,train,-15.648736,3.4356458,2.0278234,-4.19852,-16.794981,6.238354,1.2329389,3.996533,7.1086473,0.9855903,3.1834455,-2.4985013
1482,1,0,0,train,-1.633848,-0.44982702,-3.7061744,2.8129692,15.98632,4.228774,0.33750546,-2.1422434,0.31073242,-7.486656,-6.0241137,1.9651086
638,0,0,1,train,-4.0687633,-15.269596,-3.5848017,0.72677433,-1.6066346,-0.34154123,-0.7265677,-1.7937489,-0.3846482,3.9704044,-0.970682,-1.6581684
201,0,0,0,train,10.787845,-3.365973,7.0999846,-0.77895683,-0.63933796,-1.535408,0.7765072,3.6693404,-6.690466,-3.8478203,2.4538288,2.644118
940,0,0,0,train,16.519686,-1.1916423,3.6202888,-2.932582,1.3923074,-11.410947,-3.1643426,1.4112573,4.8812575,-4.709575,0.4190968,-1.9168854
55,1,0,0,train,2.9484503,3.3142881,-3.5646808,-2.8370562,1.3369831,0.8748622,4.0558567,5.4881525,-8.944367,3.7668276,-9.084564,-0.051312085
236,1,0,0,train,2.3583505,-10.470053,-11.969335,9.430185,-6.1194754,0.1833929,7.7113557,0.4823495,-3.522761,-5.232108,-3.1677554,1.779247
648,0,1,0,train,0.35227996,-9.198527,-1.3975595,1.5333208,1.8987099,9.252195,6.8652205,6.393667,4.102921,-0.49051985,3.361533,-0.3423091
644,0,0,1,train,2.7079623,6.958945,6.1798167,-4.094304,0.3100116,-7.598592,7.580012,-2.2517898,-1.2893115,1.5380734,0.6310109,-2.7290895
333,0,0,1,train,-14.506398,9.117732,5.620743,-3.294045,-6.910188,0.34985825,0.9787284,5.542719,-3.4185236,-3.8459973,-5.115763,-1.0556555
365,0,0,1,train,-18.156086,-1.3045166,8.181643,-0.28901067,-7.8796673,8.311855,-0.3808293,10.555959,3.4535453,-3.4279058,-1.5031067,1.4788373
1019,0,0,0,train,11.276753,1.3145432,8.068497,-4.711298,2.4482408,-4.2912717,-2.4844725,-0.7127513,3.9271145,0.61531,-1.5120149,1.2918
745,0,0,0,train,11.953011,0.5452249,11.997102,11.016491,3.6253304,-6.038296,2.765758,0.56166553,-3.1743555,1.9928144,4.042308,0.5562917
1572,0,1,0,train,-1.1526673,-2.1444294,0.078371026,-3.0460978,10.776113,13.696167,1.8145816,-3.3718967,2.1528769,-5.054287,3.560948,4.060276
684,1,0,0,train,-6.3385663,31.235514,15.9158325,6.2514577,-5.3461466,4.809182,1.9693215,3.820211,-0.5104555,-3.208941,3.0316405,-4.0837665
1374,0,1,0,train,7.56333,11.448921,-18.501972,-8.102187,-6.956515,12.687073,-2.8947678,-2.038582,8.349952,3.2920496,5.254916,4.9450917
285,0,0,1,train,-11.972855,-2.842965,11.607811,-4.4399004,-5.201878,-0.44908005,-4.8600836,0.40599254,-0.72960514,0.06550807,-1.2051605,-1.3511941
1467,0,1,0,train,0.1518504,4.685132,-3.5786738,-4.7029834,4.7295904,-1.915391,5.198869,4.5220785,0.9104438,9.93568,-0.7206654,1.6373552
105,1,0,0,train,0.7857845,0.28690514,-1.6978959,-3.0793204,2.5784822,-0.5261937,8.554095,0.4660914,-9.279115,3.3423734,-2.0236852,-1.9513958
1076,0,0,0,train,7.4843235,2.8437824,6.338782,-2.7992525,4.176518,-8.916309,-0.9410557,-4.5361466,2.1428618,1.8075256,-8.9427185,-2.9130137
1471,0,1,0,train,3.238504,7.9562874,-7.3055744,-5.6404347,9.239719,-2.460687,-3.4656973,0.1892655,-6.0931745,8.4879265,-10.363652,2.8232343
18,0,0,1,train,0.3173776,-9.604888,-12.943817,6.1173573,-7.828306,-0.482272,4.6743507,3.5945313,-5.230003,-2.156358,-5.0097303,-5.2595935
1445,1,1,0,train,-6.3608217,24.191492,-20.890526,7.7892256,11.165961,-2.102354,-10.24803,13.246977,-2.80919,8.945871,5.7570114,-16.222204
918,0,0,0,train,11.065398,-7.4747725,1.6404535,-4.189017,-3.7006986,-4.5504994,-4.650393,-0.4947977,3.8826616,-0.63984156,0.37043083,-4.341671
395,0,0,1,train,-5.244795,-11.259911,9.282988,-0.387533,2.9380326,0.2733504,-3.2047956,-3.812866,-1.5553162,7.260586,-1.4257109,-1.4788411
187,0,1,0,train,16.84873,-4.8064556,-1.0755606,2.81036,-8.040528,2.1116552,-0.9273166,7.731739,-8.942163,-11.286306,6.578829,0.57653767
722,0,0,0,train,6.82597,-4.5643864,10.068912,8.559528,6.06549,-3.4474351,5.831347,3.6682222,7.6605105,-0.42622155,1.5155965,1.7782705
324,0,0,1,train,-24.419062,8.33252,7.717565,-2.5386713,-11.274866,0.39942187,-9.222983,1.7611167,-3.1175933,-6.3086276,-7.0424514,5.8412156
1428,0,0,0,train,9.186269,9.110705,-1.8692273,3.710207,5.0762544,-8.661932,4.357843,5.425045,3.253,6.591049,-6.921389,1.5636007
217,1,0,0,train,-1.276079,-5.4869494,-0.42563328,1.0399791,4.1760807,3.7999015,8.088903,-0.30011263,-1.7486286,-1.7619714,1.907088,-0.6833569
771,0,1,0,train,5.566639,0.27395594,4.4370713,-2.4980202,-3.0326438,-2.381579,6.6299233,-0.82086074,-5.1747413,-2.6900704,1.0370221,4.211426
606,0,0,1,train,-9.589092,0.10118882,2.598564,-10.627027,9.078778,2.0924292,-6.666413,-1.0241157,0.9966697,-4.277802,-2.038124,-5.929586
998,0,0,0,train,12.435503,-8.102212,1.6708097,-7.350895,1.1622707,-4.530443,-3.788002,-3.7213936,9.176241,-5.0514865,-2.9013376,1.7666936
854,1,0,0,train,-0.2885592,-3.4521415,0.55912703,-7.8709855,4.802282,-7.767085,5.6417646,-1.7738398,-3.1362033,-2.3389997,-0.35758138,-5.2345514
646,0,0,1,train,1.267605,8.483552,5.2484756,-3.693446,-0.89192045,-7.137847,6.9330454,-2.4641073,-1.5731817,1.3908308,1.0957428,-3.963541
466,0,0,1,train,-4.2765245,1.7314656,17.685612,2.1248786,1.037706,6.241302,-0.08854792,1.3390542,-0.49726218,4.3644385,2.2445521,-1.1761208
1043,0,1,0,train,8.677353,11.7092905,-9.457508,-2.1550777,0.28012484,2.4005144,0.79867196,12.171318,1.4922526,1.080461,-1.3450619,2.379243
265,0,0,1,train,-14.094758,10.580509,10.903517,-6.58848,-15.326203,2.597985,-2.4698522,-2.8160503,-3.759512,-3.8980715,-7.5904093,-1.1010525
1025,1,0,0,train,10.426981,7.801954,-3.6957452,-8.135409,-6.330631,-2.1856232,3.3713703,-1.9029688,7.393322,-0.3676058,12.484542,-1.7026466
1385,0,0,0,train,6.853164,-4.224421,6.8627586,7.329688,7.3620353,3.6656163,-1.346474,-5.773426,4.106474,-1.7685796,2.1515975,2.2438257
1300,1,0,0,train,-12.057308,-0.14839385,-8.770647,3.6185637,7.2769165,4.2806125,6.3471646,-6.632371,4.6897235,-1.3294859,0.65693396,-4.525231
143,0,1,0,train,5.0315475,11.405646,1.9818093,4.719976,-1.7080895,6.2851973,10.055328,3.037464,0.8083872,-2.5234394,6.221224,1.2393836
439,0,0,1,train,4.447108,-17.849325,2.479925,4.015581,-1.1323667,-1.6722939,-4.820897,-2.0777278,-3.1276803,4.81525,-2.5859213,-2.960728
436,0,0,1,train,5.4341917,-13.333463,-1.9094865,6.425881,-0.842611,0.6850503,-3.9859574,-5.4220185,-2.0168126,-0.9698344,-9.500522,1.8928277
375,0,0,1,train,-20.070807,2.7985697,9.392323,-3.803956,-1.8858234,11.027832,-7.5179596,0.17373028,-6.8340697,0.0126547795,-5.9429913,-4.657708
302,0,0,1,train,-18.200191,5.045411,5.7020674,-6.274513,-6.2402434,6.2442427,-2.1382403,-0.66485196,-1.2660584,2.4703937,4.14773,-6.082663
1331,1,0,0,train,-2.3882132,24.915209,2.4357243,-1.5457312,-3.8956373,5.720568,2.9047194,-9.394114,-2.477972,-4.729589,-1.9910185,-3.1682308
45,1,1,0,train,1.5702614,5.9194617,4.576252,0.5901626,2.8033702,0.9785369,7.354702,1.6278872,-9.90581,3.0803192,-4.2375426,-5.262052
198,0,0,0,train,15.585766,-13.028323,0.5990853,5.8173747,-10.205559,-2.3811328,-1.7863352,0.7747418,-6.0916505,-1.1158333,2.8209693,-3.8756676
40,1,0,0,train,3.0751967,-12.723415,-6.2761507,2.6471426,0.67193294,3.9261882,5.1446524,2.421037,-5.574301,-1.8028206,-3.719696,-0.6944873
175,0,1,0,train,9.704868,1.7576351,5.864472,4.1941314,5.5157323,0.32018328,7.131648,3.1681314,-3.8950715,-4.350522,4.0788417,1.5962865
790,0,0,0,train,5.3180046,-6.541024,9.793364,8.142841,8.283609,-4.4640174,5.6029506,2.9675238,7.065096,2.814833,0.7927576,-2.0332723
156,0,1,0,train,7.238524,6.415531,2.5450544,-4.6158605,1.3352753,5.435971,-1.0485103,-4.536433,-5.8237233,-6.487488,0.05563731,4.6083922
199,0,0,0,train,16.330812,-8.879296,-0.58996135,5.821792,-12.358773,-1.611984,-1.5885046,0.6099745,-5.593645,-4.4655433,0.17473346,0.56099695
165,0,1,0,train,5.655463,-3.587649,6.1665015,-1.881617,3.5121067,9.106932,5.115089,3.7744708,-2.8403988,-3.5185127,10.988967,-1.1305017
863,0,0,0,train,9.5503845,-12.164818,4.673043,-9.587515,-2.9204013,-7.2055454,-2.0264835,-3.3037326,-5.572357,-0.86031187,2.0951564,-2.3763983
757,0,0,1,train,-17.198557,1.1243429,-5.553881,7.486444,3.3936856,-5.8924103,-0.0047627855,2.9237316,6.5533524,-0.51286685,9.02125,1.8536906
355,0,0,1,train,-6.4741898,-15.017968,7.2223773,-2.7658641,0.7417279,1.8940084,-0.4145893,-1.2234088,-1.0281215,4.385637,2.2674298,-1.3387525
9,0,0,0,train,16.010262,-3.31048,-0.33183384,10.340479,-7.5273004,-4.7420526,0.86085814,7.4341464,-7.357,0.80709124,-3.0148757,-1.4864877
1379,1,0,0,train,5.7775865,21.47385,3.265357,4.6434345,-2.8525403,6.003271,-4.9603004,-8.42319,-1.0878152,-7.299068,-4.1646085,-1.3156497
398,0,0,1,train,-10.016208,-5.4409146,9.008971,-3.6604276,-1.4873292,6.108033,-5.4802556,-1.4537212,-6.086335,2.0951366,-7.847276,-0.8136564
291,0,0,1,train,-17.003141,-9.12165,-3.4388063,-1.4084469,1.2432181,-5.450055,-3.7110488,-6.1341076,-10.350455,3.7937777,6.3233123,-1.5637279
1465,0,1,0,train,1.2405517,3.0590196,-3.340104,-5.8452063,4.8685584,-2.4788187,3.9260762,3.60808,0.3222589,10.281019,-0.1658493,0.06101906
271,0,0,1,train,-14.584177,-3.475934,10.258994,-0.82368577,-1.5695177,5.9914002,-5.694828,-1.2646859,-0.6622903,5.615983,1.2309539,0.9466073
1343,1,0,0,train,-6.501099,1.7385138,-7.1021194,17.63118,7.179976,-1.0370369,5.92592,-10.527673,1.3947031,2.5305367,-0.29701865,-1.61095
1356,1,0,0,train,-2.2506597,-6.0416975,-11.683941,8.596938,-0.048294615,8.247422,-3.4868195,-10.027434,4.2758336,4.0776935,-5.346128,-1.8378439
610,0,0,1,train,-15.284839,4.0763283,1.3390833,0.3841109,-12.086174,-2.5736818,10.140059,-3.499531,-3.6520984,1.7776519,2.3176951,2.9860137
1588,0,1,0,train,4.9807305,-0.22645944,-3.3078969,-8.915982,2.587233,7.224128,4.7717357,5.0287495,2.7493336,0.6038722,9.126897,0.73542315
943,0,0,0,train,12.237497,-3.7604518,-5.5864058,-1.5230615,4.8506637,-14.462073,-3.559292,3.723777,3.947729,-4.609909,-0.9038252,-5.2332535
135,0,1,0,train,6.8096757,10.263254,6.3724513,5.2736096,0.27493966,5.2828484,3.954368,4.6888857,-1.9852064,-2.0271885,3.139112,-0.13085265
1369,0,0,0,train,8.34522,0.2209643,2.1867163,12.3410015,5.8513684,2.250812,-5.9624004,-5.5322275,-2.6134753,-7.1550083,-9.04163,1.7991943
1302,1,0,0,train,-11.06752,1.8321904,-7.9890594,2.8170385,7.238581,5.194487,5.5839386,-6.229427,3.0756445,-2.619049,1.8312565,-5.4926453
279,0,0,1,train,-14.846128,-0.47256058,-2.8316698,-0.9672434,0.97088134,1.585584,1.7235258,-0.8481846,10.442387,2.085614,-0.33765846,6.616824
1367,0,0,0,train,5.5458136,7.5316358,10.865576,14.5997305,16.531012,5.9015713,-3.5585186,-12.260259,4.062984,0.8981816,6.8644743,4.192997
1355,1,0,0,train,2.37374,-2.885512,-5.672642,17.476818,0.057233337,6.447833,3.1372914,-4.885226,0.29398376,4.036065,4.0565686,-3.9138446
1082,1,0,0,train,5.278241,3.0377688,-0.7918376,-11.337491,-1.275187,-5.532053,0.15661094,1.2700197,3.8991892,3.477811,1.0286038,-2.458118
782,0,0,1,train,6.9839816,-5.184746,0.9361866,0.019420326,-2.1441214,-7.070803,5.8929095,-0.038118377,-5.905597,1.2784009,0.412705,-2.5368018
126,1,0,0,train,-8.844401,-2.7489166,-6.188902,0.20849717,-4.221565,7.108778,10.066353,3.3945985,-1.015328,-3.1710267,-3.6824331,-2.1049888
1427,0,0,0,train,3.2678406,-7.198542,7.829246,11.122204,4.606249,-0.2473352,0.45747384,-1.7371678,-0.26354763,4.4210367,0.9243397,-0.7377603
1453,0,1,0,train,15.371495,7.599658,-14.203688,2.5330493,-7.5699906,-2.6353421,-4.1399565,13.201877,3.5909536,7.4241953,-3.5698345,2.5440328
487,0,0,1,train,-20.412323,-6.3164134,6.880672,2.5981097,-4.4297996,2.3385134,-7.1866484,11.375628,5.12692,0.6808144,0.5669696,2.932452
1357,1,0,0,train,-9.6226845,1.2820492,-20.326794,19.398436,4.0958242,4.405498,2.3655663,-17.683205,-0.56293815,10.89856,-2.1368363,-10.347073
403,0,0,1,train,-17.206459,-3.368641,-1.2059112,-6.42079,8.067846,3.5961916,-1.2664279,-3.6232274,-0.19996652,-3.2100635,-6.3099155,2.0658774
463,0,0,1,train,-16.341331,2.3626466,-1.0668129,-4.091429,-9.502004,4.084425,10.117533,-2.328176,6.4267206,2.7263227,2.5928888,-0.39861578
342,0,0,1,train,-28.352564,-8.428956,-7.2883945,6.1598167,0.008259938,-9.795759,-16.0534,7.1422133,-3.7023814,-2.92246,4.353336,12.193412
247,0,0,1,train,-21.015127,0.85676384,-4.0545683,8.005621,-6.9078197,-16.82724,0.9008223,-6.8601418,-1.8261476,3.8630013,4.9256067,17.251076
1348,0,1,0,train,8.995559,-5.676985,-3.8279371,-5.7712564,1.5916432,-3.6549947,-3.6600437,-0.7871312,-3.8046103,3.3684638,-4.34152,4.438795
387,0,0,1,train,-21.039694,-4.6950417,-2.2973824,4.2118535,4.448181,-2.5640113,3.9140003,-1.084607,-1.811855,1.4280528,-2.7078035,1.9584175
318,0,0,1,train,-11.1512375,-11.744122,4.9575586,-5.8957677,3.5262067,-2.0198765,0.72360235,-1.4871739,-2.05424,4.282448,3.116636,2.6209235
261,0,0,1,train,-11.780364,-9.740193,9.68673,-0.6096916,0.73661137,5.9907675,-10.861092,-1.3936899,-4.925993,6.3485665,2.9466484,-2.7325497
380,0,0,1,train,-5.0935884,-13.68655,9.630648,-2.8399441,1.3298526,0.5070265,0.14720699,1.1829475,3.0119913,7.4554515,2.0815127,-0.38515416
266,0,0,1,train,-10.642674,-0.19826424,11.946038,-6.7668977,-5.969907,2.7508016,-7.1322184,-8.79275,-5.789013,5.1727123,4.0196586,-3.913646
476,0,0,1,train,3.4203694,-16.720774,-2.6656826,3.7861319,-6.1721396,4.3476057,-1.9146425,-1.4002756,5.6503735,0.10926395,-4.3683243,-1.7864952
736,0,0,1,train,-11.554991,3.011143,0.55137503,-1.1966451,-13.031375,-7.027558,14.197889,-0.2409331,-4.711228,2.396078,1.8554916,-0.9857157
1414,0,0,0,train,10.924893,11.6873255,7.9125834,20.184744,-0.35999516,-0.5399295,2.418805,-1.1105113,2.5868497,-0.52866393,5.018912,-1.7079524
1014,0,0,0,train,13.052492,8.396215,11.992838,-0.65574104,-2.885461,-5.5325556,-1.9542224,-1.325733,6.4356775,0.5311761,0.72370845,-2.4644744
314,0,0,1,train,-17.570816,-3.7126262,0.8582982,-2.7227628,5.904113,-2.986438,-20.069479,0.7454439,-6.2455177,13.054264,8.74867,-7.6674333
432,0,0,1,train,-6.7244797,-11.626094,8.930793,4.961668,-0.62381196,1.2118651,1.307092,2.6829994,8.206161,4.3147774,1.9422958,-2.9611835
1458,0,1,0,train,10.778116,11.579171,-4.658567,-6.240497,-1.6194303,0.0030252065,-7.2173247,1.4893981,-8.7976675,11.811216,2.28701,8.163975
1523,0,1,0,train,6.7296357,-9.011786,2.6403491,-2.2659214,5.037364,0.53722256,1.9918177,1.4891921,-2.9342794,-2.0719569,-2.2639558,0.3251915
920,0,0,0,train,14.786927,0.40348333,7.133539,-0.38126054,0.8016878,-6.8605328,-3.5753014,-2.301437,5.0739675,-4.455849,-0.008116781,-1.0145725
123,1,0,0,train,3.748739,-10.687844,-4.641434,-1.7943815,-5.8175874,3.3758194,3.211503,0.309907,-7.6993666,-3.3131921,-0.44359386,-2.2177935
731,0,0,1,train,-3.0586085,6.5296206,10.387238,-1.7550873,-6.513737,-4.1474423,7.9540772,-3.238786,0.769383,5.435403,6.504005,-1.9530405
